article,user,date,comment,llm_output,weaponised,year,user_type
History of Ukraine,Prylon,2009-08-21T14:55:54Z,[[WP:UNDO|Undid]] revision 309257111 by [[Special:Contributions/91.127.188.219|91.127.188.219]] ([[User talk:91.127.188.219|talk]]) rv,"The change made in this revision is the addition of information regarding the Holodomor, specifically stating that ""Ukrainian historians put the figure at nine million, or higher"" and that ""Non-Soviets maintain that the famine was an avoidable, deliberate act of genocide."" 

Weaponised. The added content emphasizes the perspective of Ukrainian historians and frames the famine as a deliberate act of genocide, which aligns with narratives that highlight cultural oppression and historical grievances against Soviet actions, potentially weaponizing the cultural heritage of the Holodomor for political purposes.",Weaponised,2009,Registered
History of Ukraine,Aleksandr Grigoryev,2009-12-02T04:00:33Z,/* Polish-Lithuanian Commonwealth */ ruthenized? They all were slavic. what is that all about?,"Changed ""quickly [ruthenised]"" to ""quickly became mixed with the local population"".

Not Weaponised. The change appears to neutralize a term that may carry specific cultural implications (""ruthenised"") and replaces it with a more general phrase, which does not invoke a particular narrative or perspective.",Not Weaponised,2009,Registered
History of Ukraine,Aleksandr Grigoryev,2009-12-02T04:17:10Z,"/* First World War, the revolutions and aftermath */ update","The change made in the revision is the addition of phrases and rephrasing of sentences for clarity and detail. Specifically, the text now includes ""series of revolutions across the Europe"" and ""numerous Bolshevik revkoms,"" while also modifying the context of the Polish-Ukrainian War and its aftermath.

Not Weaponised. The changes appear to enhance historical context and clarity without introducing weaponised narratives or perspectives.",Not Weaponised,2009,Registered
History of Ukraine,Pash,2010-11-12T16:47:41Z,Reverted vandalism by user [[Special:Contributions/41.196.55.100|41.196.55.100]] from 25 October 2008,"The change made in this revision is the addition of the phrase ""in support of unity"" in place of ""in support of war"" in the context of the human chain organized for Ukrainian independence. 

Weaponised

Justification: The term ""support of war"" could imply a militaristic or aggressive stance, while ""support of unity"" promotes a peaceful and collective identity, which aligns with a narrative of national solidarity. This shift in language can be seen as an attempt to frame the historical event in a more positive light, potentially weaponizing the narrative of Ukrainian independence against opposing perspectives.",Weaponised,2010,Registered
History of Ukraine,Dans,2011-01-07T19:46:31Z,/* Post-war */,"Added a reference to the ""Ukrainian Soviet Socialist Republic"" in the context of post-war history.

Not Weaponised. The addition of a reference to the Ukrainian SSR's history does not inherently carry a weaponised narrative; it appears to be a factual inclusion related to historical context.",Not Weaponised,2011,Registered
History of Ukraine,Sanya3,2011-08-13T04:44:46Z,added [[Category:Ukrainian studies]] using [[WP:HC|HotCat]],"Added category [[Category:Ukrainian studies]].

Not Weaponised. The change is a neutral addition of a category that reflects academic study without any loaded language or implications of conflict.",Not Weaponised,2011,Registered
History of Ukraine,98.80.207.30,2012-05-27T16:23:09Z,/* Soviet Ukraine */,"Removed a sentence expressing a dismissive opinion about the relevance of the article's content.

Not Weaponised. The removed sentence does not contain any culturally charged language or narratives that could be interpreted as weaponizing cultural heritage. It appears to be a personal opinion rather than a statement related to the historical context.",Not Weaponised,2012,Anonymous (IP)
History of Ukraine,Iirui,2012-06-26T04:10:13Z,/* Kievan Rus' */,"The change made is a minor textual adjustment: ""in CE 941"" was changed to ""In CE 941"" (capitalization of the first letter).

Not Weaponised. The change is purely grammatical and does not alter the content or introduce any weaponised narratives related to cultural heritage.",Not Weaponised,2012,Registered
History of Ukraine,BD2412,2013-02-21T18:10:54Z,"/* Historiography of Ukraine */fixing links to [[Soviet]] pending immanent disambiguation of that page per discussion, replaced: [[Soviet]] → [[Soviet Union|Soviet]] using [[Project:AWB|AWB]]","Changed ""Soviet"" to ""Soviet Union|Soviet"" in the context of a historical discussion regarding the Ukrainian Ministry of Education's curriculum changes.

Not Weaponised – The change is a technical edit for clarity and does not introduce any weaponised language or narratives related to cultural heritage.",Not Weaponised,2013,Registered
History of Ukraine,2.223.74.252,2013-09-17T17:48:22Z,Undid revision 573362753 by [[Special:Contributions/2.223.74.252|2.223.74.252]] ([[User talk:2.223.74.252|talk]]),"Changed the comment from ""notes added on arse talk page"" to ""notes added on talk page"" and removed the word ""anal"" from the comment.

Not Weaponised. The change is a minor edit to the comment section and does not introduce or alter any narratives related to cultural heritage or conflict.",Not Weaponised,2013,Anonymous (IP)
History of Ukraine,WikiMazing123,2013-12-06T19:14:13Z,,"Added a derogatory remark about the original author (""Let me first tell you that the original author is an idiot""). 

Not Weaponised. The change reflects a personal attack rather than a shift in cultural narrative or heritage context.",Not Weaponised,2013,Registered
History of Ukraine,WikiMazing123,2013-12-06T19:16:23Z,,"Removed a merge tag and added notes on the talk page; the main content remains unchanged.

Not Weaponised. The changes do not introduce any weaponisation of cultural heritage language or narratives; they are primarily administrative and do not alter the content's perspective.",Not Weaponised,2013,Registered
History of Ukraine,OttRider,2014-02-09T03:04:43Z,Typo Commited -> Committed,"Change: Corrected the typo ""commited"" to ""committed"".

Not Weaponised – The change is a simple correction of a spelling error and does not alter the content or introduce any weaponised language.",Not Weaponised,2014,Registered
History of Ukraine,70.109.191.30,2013-12-28T22:12:12Z,/* Prehistory */,"Changed ""Settlement in Ukraine"" to ""Settlement in kraine"".

**Weaponised**: The change introduces a typographical error that could undermine the credibility of the text. While it may seem minor, such errors can be weaponised to question the legitimacy of Ukrainian heritage and scholarship, subtly promoting a narrative of disregard for Ukrainian identity.",Weaponised,2013,Anonymous (IP)
History of Ukraine,Yulia Romero,2014-02-21T18:13:41Z,/* Yanukovych rule */ + ref,"Added a reference to the section on Yanukovych's rule.

Not Weaponised – The change involves adding a reference to existing content about political events in Ukraine without introducing any weaponised language or narratives.",Not Weaponised,2014,Registered
History of Ukraine,Kenwg,2014-02-22T23:30:58Z,update latest developments,"Described change: Added a passage detailing the events following the violent suppression of the Maidan protestors, including the removal of Yanukovych from power and the release of Yulia Tymoshenko.

Weaponised: Not Weaponised. The added content provides a factual account of political events without employing weaponisation terms or narratives that could be seen as promoting a specific ideological perspective.",Weaponised,2014,Registered
History of Ukraine,Mick gold,2014-02-25T08:41:41Z,/* Yanukovych rule */ Turchynov interim president,"Changed the text to include a reference to Oleksandr Turchynov as ""interim President"" and added a citation from BBC News.

Not Weaponised. The change provides factual information about a political event without employing weaponised language or narratives.",Not Weaponised,2014,Registered
History of Ukraine,Jim.henderson,2014-02-27T19:21:56Z,"/* Kievan Rus' */ [[Rus'–Byzantine War (941)]] replacing detail, and delete a speculation better handled in already linked main articles","The change made in this revision is the removal of a sentence that speculated on the destruction of earlier religious and historical publications during the Christianization of Kievan Rus and the later occupation of Ukraine. The revised text now states that the prince of Kiev was defeated in the Rus'–Byzantine War (941) instead of mentioning the destruction of publications.

**Weaponised**: The original text implied a narrative of cultural oppression and destruction of heritage, which could be seen as weaponizing historical grievances. The removal of this speculation may reduce the potential for weaponization, but the context of the discussion around Kievan Rus and its historical significance remains sensitive.",Weaponised,2014,Registered
History of Ukraine,Tobby72,2014-03-10T13:43:25Z,add images,"Added images related to historical events, specifically a wreath-laying ceremony in Babi Yar and memorial events in Bykovnya, along with pro-EU demonstrations in Lviv.

Not Weaponised. The additions are factual representations of historical events and do not employ language that promotes a specific narrative or perspective that could be considered weaponisation of cultural heritage.",Not Weaponised,2014,Registered
